learner,dataset,seed,in_design,home,picked,cells,excluded_reason
{DreamerV3 losses},machine,15,True,0.8,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_dreamer_s15/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_dreamer_s15/online_2000000/hold15_mode/metrics.json,
{DreamerV3 losses},planner72,0,True,0.06666666666666667,0.8,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s0/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s0/online_2000000/hold15_mode/metrics.json,
{DreamerV3 losses},planner72,1,True,0.0,0.5,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s1/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s1/online_2000000/hold15_mode/metrics.json,
{DreamerV3 losses},planner72,2,True,0.4666666666666667,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s2/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s2/online_2000000/hold15_mode/metrics.json,
{DreamerV3 losses},planner72,3,True,0.0,0.4666666666666667,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s3/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s3/online_2000000/hold15_mode/metrics.json,
{DreamerV3 losses},planner72,4,True,0.0,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s4/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s4/online_2000000/hold15_mode/metrics.json,
{DreamerV3 losses},planner72,5,True,0.0,0.5,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s5/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s5/online_2000000/hold15_mode/metrics.json,
{DreamerV3 losses},planner72,6,True,0.0,0.03333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s6/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_dreamer_s6/online_2000000/hold15_mode/metrics.json,
{DreamerV3 losses},planner72,7,True,,,,no sampled cell yet
{DreamerV3 losses},r2teacher,0,True,,,,no sampled cell yet
{DreamerV3 losses},r2teacher,1,True,,,,no sampled cell yet
{DreamerV3 losses},r2teacher,2,True,,,,no sampled cell yet
{DreamerV3 losses},r2teacher,3,True,,,,no sampled cell yet
{DreamerV3 losses},r2teacher,4,True,,,,no sampled cell yet
{DreamerV3 losses},r2teacher,5,True,,,,no sampled cell yet
{DreamerV3 losses},r2teacher,6,True,0.8333333333333333,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/evaluation/full_r2d_state_native_rns10h_img_dreamer_s6/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/evaluation/full_r2d_state_native_rns10h_img_dreamer_s6/online_2000000/hold15_mode/metrics.json,
{DreamerV3 losses},r2teacher,7,True,,,,no sampled cell yet
{r2dreamer},human,3,True,1.0,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s3/online_2000000/hold15_mode/metrics.json,
{r2dreamer},human,4,True,0.7333333333333334,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s4/online_2000000/hold15_mode/metrics.json,
{r2dreamer},human,5,True,1.0,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s5/online_2000000/hold15_mode/metrics.json,
{r2dreamer},human,6,True,0.9666666666666667,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s6/online_2000000/hold15_mode/metrics.json,
{r2dreamer},human,7,True,0.8333333333333333,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s7/online_2000000/hold15_mode/metrics.json,
{r2dreamer},human,8,True,0.9,0.9333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s8/online_2000000/hold15_mode/metrics.json,
{r2dreamer},human,9,True,1.0,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s9/online_2000000/hold15_mode/metrics.json,
{r2dreamer},human,10,True,0.8666666666666667,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dHfull_all_rns10h_img_r2dreamer_s10/online_2000000/hold15_mode/metrics.json,
{r2dreamer},machine,3,True,1.0,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s3/online_2000000/hold15_mode/metrics.json,
{r2dreamer},machine,4,True,0.8333333333333333,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s4/online_2000000/hold15_mode/metrics.json,
{r2dreamer},machine,5,True,1.0,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s5/online_2000000/hold15_mode/metrics.json,
{r2dreamer},machine,6,True,0.9333333333333333,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s6/online_2000000/hold15_mode/metrics.json,
{r2dreamer},machine,7,True,0.7,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s7/online_2000000/hold15_mode/metrics.json,
{r2dreamer},machine,8,True,0.9666666666666667,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s8/online_2000000/hold15_mode/metrics.json,
{r2dreamer},machine,9,True,0.9333333333333333,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s9/online_2000000/hold15_mode/metrics.json,
{r2dreamer},machine,10,True,0.9666666666666667,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/W/ln_milestone_cells/full_r2d_state_dDPfull_first_rns10h_img_r2dreamer_s10/online_2000000/hold15_mode/metrics.json,
{r2dreamer},planner72,0,True,1.0,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s0/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s0/online_2000000/hold15_mode/metrics.json,
{r2dreamer},planner72,1,True,1.0,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s1/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s1/online_2000000/hold15_mode/metrics.json,
{r2dreamer},planner72,2,True,0.8666666666666667,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s2/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s2/online_2000000/hold15_mode/metrics.json,
{r2dreamer},planner72,3,True,0.9,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s3/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s3/online_2000000/hold15_mode/metrics.json,
{r2dreamer},planner72,4,True,0.8333333333333333,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s4/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s4/online_2000000/hold15_mode/metrics.json,
{r2dreamer},planner72,5,True,0.7666666666666666,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s5/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s5/online_2000000/hold15_mode/metrics.json,
{r2dreamer},planner72,6,True,0.8666666666666667,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s6/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s6/online_2000000/hold15_mode/metrics.json,
{r2dreamer},planner72,7,True,,,,no sampled cell yet
{r2dreamer},r2teacher,0,True,,,,no sampled cell yet
{r2dreamer},r2teacher,1,True,,,,no sampled cell yet
{r2dreamer},r2teacher,2,True,0.9333333333333333,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s2/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s2/online_2000000/hold15_mode/metrics.json,
{r2dreamer},r2teacher,3,True,,,,no sampled cell yet
{r2dreamer},r2teacher,4,True,,,,no sampled cell yet
{r2dreamer},r2teacher,5,True,,,,no sampled cell yet
{r2dreamer},r2teacher,6,True,,,,no sampled cell yet
{r2dreamer},r2teacher,7,True,0.9333333333333333,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s7/online_1500000/hold15_mode/metrics.json;/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/evaluation/full_r2d_state_native_rns10h_img_r2dreamer_s7/online_2000000/hold15_mode/metrics.json,
{RLPD},human,0,True,0.0,0.4,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dH_s0/fresh_eval_hold15_sample/metrics.json,
{RLPD},human,1,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dH_s1/fresh_eval_hold15_sample/metrics.json,
{RLPD},human,2,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dH_s2/fresh_eval_hold15_sample/metrics.json,
{RLPD},human,3,True,0.0,0.4666666666666667,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dH_s3/fresh_eval_hold15_sample/metrics.json,
{RLPD},human,4,True,0.0,0.4,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dH_s4/fresh_eval_hold15_sample/metrics.json,
{RLPD},human,5,True,0.0,0.06666666666666667,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dH_s5/fresh_eval_hold15_sample/metrics.json,
{RLPD},human,6,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dH_s6/fresh_eval_hold15_sample/metrics.json,
{RLPD},human,7,True,0.0,0.5333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dH_s7/fresh_eval_hold15_sample/metrics.json,
{RLPD},machine,0,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s0/fresh_eval_hold15_sample/metrics.json,
{RLPD},machine,1,True,0.7333333333333333,0.9333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s1/fresh_eval_hold15_sample/metrics.json,
{RLPD},machine,2,True,0.0,0.6,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s2/fresh_eval_hold15_sample/metrics.json,
{RLPD},machine,3,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s3/fresh_eval_hold15_sample/metrics.json,
{RLPD},machine,4,True,0.13333333333333333,0.8,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s4/fresh_eval_hold15_sample/metrics.json,
{RLPD},machine,5,True,0.0,0.06666666666666667,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s5/fresh_eval_hold15_sample/metrics.json,
{RLPD},machine,6,True,0.4666666666666667,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s6/fresh_eval_hold15_sample/metrics.json,
{RLPD},machine,7,True,0.13333333333333333,1.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_pxr/e2e_px/e2e_rlpd_px_dDPfirst_s7/fresh_eval_hold15_sample/metrics.json,
{RLPD},planner72,0,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s0/fresh_eval_hold15_sample/metrics.json,
{RLPD},planner72,1,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s1/fresh_eval_hold15_sample/metrics.json,
{RLPD},planner72,2,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s2/fresh_eval_hold15_sample/metrics.json,
{RLPD},planner72,3,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s3/fresh_eval_hold15_sample/metrics.json,
{RLPD},planner72,4,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s4/fresh_eval_hold15_sample/metrics.json,
{RLPD},planner72,5,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s5/fresh_eval_hold15_sample/metrics.json,
{RLPD},planner72,6,True,0.0,0.0,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/P72/runs/rlpd/e2e_rlpd_px_dPlanner72_s6/fresh_eval_hold15_sample/metrics.json,
{RLPD},planner72,7,True,,,,no sampled cell yet
{RLPD},r2teacher,0,True,,,,no sampled cell yet
{RLPD},r2teacher,1,True,,,,no sampled cell yet
{RLPD},r2teacher,2,True,,,,no sampled cell yet
{RLPD},r2teacher,3,True,,,,no sampled cell yet
{RLPD},r2teacher,4,True,,,,no sampled cell yet
{RLPD},r2teacher,5,True,0.06666666666666667,0.13333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/R2T/runs/rlpd/e2e_rlpd_px_dR2fromH_px_s5/fresh_eval_hold15_sample/metrics.json,
{RLPD},r2teacher,6,True,,,,no sampled cell yet
{RLPD},r2teacher,7,True,,,,no sampled cell yet
{Diffusion Policy},human,0,True,0.06666666666666667,0.6,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dH_s0/fresh_eval_hold15_sample/metrics.json,
{Diffusion Policy},human,1,True,0.06666666666666667,0.9333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dH_s1/fresh_eval_hold15_sample/metrics.json,
{Diffusion Policy},human,2,True,0.0,0.7333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dH_s2/fresh_eval_hold15_sample/metrics.json,
{Diffusion Policy},human,3,True,0.0,0.9333333333333333,/home/j/data/genesis_pickaplace/px_analysis_2026-09-14/LAB/gp_ah/dp_px/ah_dp_px_dH_s3/fresh_eval_hold15_sample/metrics.json,
{Diffusion Policy},human,4,True,,,,no sampled cell yet
